,listed_in(type),rest_type,total address,book_table,online_order,rate,approx_cost(for two people)
28094,Desserts,Dessert Parlor,"130, KHB Colony, 17 H Main, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,3.8/5,400
28096,Desserts,Dessert Parlor,"11, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",No,No,4.0/5,300
28111,Desserts,"Dessert Parlor, Beverage Shop","2nd Floor, Transit, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",No,No,3.7/5,400
28122,Desserts,Bakery,"2, 1st Floor, 4th Cross, Jakkasandra Extension, Sarjapur Road, Near Ujivan Finance Bank, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",No,Yes,4.0/5,500
28124,Desserts,"Dessert Parlor, Quick Bites","124, 1st A Main, 5th Block, KHB Colony, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,Yes,3.8/5,800
28127,Desserts,"Sweet Shop, Quick Bites","49, 7th Cross, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore, BTM, Koramangala 4th Block",No,Yes,4.0/5,200
28128,Desserts,"Dessert Parlor, Bakery","Pyramid Food Court, Embassy Golf Links, Domlur, Bangalore, Domlur, Koramangala 4th Block",No,Yes,4.1/5,400
28129,Desserts,Dessert Parlor,"Shop 1, 9th Main, 5th Cross Sector 6, Near Lawrence School, HSR Layout, HSR, Bangalore, HSR, Koramangala 4th Block",No,Yes,3.9/5,400
28130,Desserts,Beverage Shop,"15, Near Christ College, 7th Cross, S.G Palya Main Road, BTM, Bangalore, BTM, Koramangala 4th Block",No,Yes,4.0/5,200
28131,Desserts,Bakery,"Shop 355/1 14th B Cross, Sector 6, HSR, Bangalore, HSR, Koramangala 4th Block",No,Yes,3.7/5,350
28138,Desserts,Delivery,"521, 2nd Floor, 1st Main Road, Teacher's Colony, Santhosapuram, Sector 6, HSR, Bangalore, HSR, Koramangala 4th Block",No,No,2.7/5,500
28142,Desserts,"Takeaway, Delivery","49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore, HSR, Koramangala 4th Block",No,No,3.6/5,150
28144,Desserts,"Quick Bites, Bakery","#235, 9th Main road, Sector 6, HSR Layout, Near Lawrence School, Bangalore - 560102, HSR, Koramangala 4th Block",No,Yes,3.8/5,350
28163,Dine-out,Casual Dining,"974, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,000"
28164,Dine-out,"Casual Dining, Bar","757, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.3 /5,"1,200"
28165,Dine-out,"Pub, Microbrewery","4th B Cross, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.8 /5,"2,100"
28166,Dine-out,Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,4.6 /5,600
28167,Dine-out,"Pub, Microbrewery","749, 10th Main, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.5 /5,"1,800"
28168,Dine-out,"Casual Dining, Cafe","562, 8th Main, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,600
28169,Dine-out,"Microbrewery, Casual Dining","413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.6 /5,"1,400"
28170,Dine-out,"Microbrewery, Bar","413, 100 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.5 /5,"1,200"
28171,Dine-out,Cafe,"984, 80 Feet Main Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,4.4 /5,800
28172,Dine-out,"Bar, Casual Dining","769, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.4 /5,"1,200"
28173,Dine-out,Pub,"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.2 /5,"1,400"
28174,Dine-out,Casual Dining,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,300"
28175,Dine-out,Pub,"33, 80 Feet Road, Near Maharaja Signal, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,"1,300"
28176,Dine-out,"Pub, Bar","23, 1st Floor, Gowri Annex, 80ft Road, ST Bed, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,NEW,"1,100"
28177,Dine-out,Cafe,"41, 100 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,4.1 /5,600
28178,Dine-out,Casual Dining,"7, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,000"
28179,Dine-out,Casual Dining,"618, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.3 /5,800
28180,Dine-out,Cafe,"458, 8th Main, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,4.3 /5,850
28181,Dine-out,Casual Dining,"4, 17th Main, Near BDA Complex, 100 Feet Road, B Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,3.9 /5,650
28182,Dine-out,Casual Dining,"8, 4th Floor, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,"1,500"
28183,Dine-out,Casual Dining,"981, 80 Feet Main Road, 1st A Cross, AVS Layout, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.1 /5,750
28184,Dine-out,"Casual Dining, Bar","7, 4th Block, 100 Feet Road, Next to BDA Complex, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,4.1 /5,800
28185,Dine-out,Cafe,"82, 7th Main, 4th B Block, Near BDA Complex, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,800
28187,Dine-out,Casual Dining,"32, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,"1,700"
28188,Dine-out,Casual Dining,"418/2, Green Leaf Layout, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.8 /5,750
28189,Dine-out,Casual Dining,"612/1, Lotus Building, 3rd Floor, 80Ft Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,3.9 /5,"1,000"
28190,Dine-out,Cafe,"643, Indiqube Octagon, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,4.2 /5,700
28191,Dine-out,Casual Dining,"3, 80 Feet Road, ST Bed, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,3.7 /5,750
28192,Dine-out,"Cafe, Casual Dining","428, Ground Floor, 8th Main Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,4.1 /5,700
28193,Dine-out,"Casual Dining, Bar","Halcyon Condominiums, 9, Drafadilla Layout, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.0 /5,"1,500"
28195,Dine-out,Casual Dining,"15/1, 4th Cross, 4th Block, 80 Feet Road, Near Sony signal, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.7 /5,800
28196,Dine-out,Bar,"107/2, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,3.9 /5,"1,200"
28197,Dine-out,Casual Dining,"81, Above Panasonic Showroom, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,4.1 /5,600
28198,Dine-out,Cafe,"107, 4th Floor, Art Arcade, 80Ft Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.0 /5,650
28199,Dine-out,Bar,"413, 100 Feet Road, Next to E-Zone, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,3.9 /5,"1,500"
28200,Dine-out,Cafe,"Vajram Complex, 100 Feet Road, Near BDA Complex, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.6 /5,650
28201,Dine-out,Casual Dining,"972/C, Ground Floor, S.T. Bed, 4th Block, Near Smart Retail Bazar, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.9 /5,500
28203,Dine-out,Bar,"3rd Floor, 100 Feet Road, Near BDA complex, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,No,3.8 /5,"1,300"
28204,Dine-out,Casual Dining,"770, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.1 /5,"1,000"
28205,Dine-out,Quick Bites,"972/D, Ground Floor, Asharaya Towers, 4th Main Road, ST Bed Layout, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,3.9 /5,250
28206,Dine-out,Casual Dining,"642, 80 Feet Main Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,2.8 /5,250
28207,Dine-out,Casual Dining,"624, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,2.7 /5,800
28215,Dine-out,Cafe,"925, Opposite Magnus Diagnostic Center, ST Bed Layout, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.7 /5,450
28216,Dine-out,Quick Bites,"24, Shankar Plaza, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,4.1 /5,600
28217,Dine-out,Quick Bites,"772, Ground Floor, Peripheral Road, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",Yes,Yes,4.3 /5,450
28218,Dine-out,Quick Bites,"776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.0 /5,400
28219,Dine-out,Quick Bites,"72/33, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,4.0 /5,500
28220,Dine-out,Quick Bites,"Plot 11, Behind Nasi & Mee, Near Maple Green Deluxe, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.9 /5,400
28221,Dine-out,Quick Bites,"4/36, Green Leaf Extension, 80 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,4.0 /5,400
28224,Dine-out,Quick Bites,"770, 80 feet road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.7 /5,400
28228,Dine-out,"Bakery, Quick Bites","80, 4th B Cross, Opposite BDA Complex, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,No,2.7 /5,600
28229,Dine-out,Quick Bites,"458, 4th Block, 8th Main, 60 Feet Road, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.9 /5,600
28238,Dine-out,Food Court,"Sony World Signal, Koramangala 4th Block, Bangalore, Koramangala 4th Block, Koramangala 4th Block",No,Yes,3.9 /5,400
28239,Dine-out,"Casual Dining, Bar","105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.7 /5,"1,400"
28240,Dine-out,"Cafe, Casual Dining","28, 4th 'B' Cross, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.7 /5,900
28241,Dine-out,"Microbrewery, Casual Dining","14, Patel Narayana Reddy Layout, 80 Ft Main Road, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",Yes,Yes,4.3 /5,"2,000"
28242,Dine-out,Lounge,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",No,Yes,4.6 /5,"1,500"
28243,Dine-out,"Microbrewery, Casual Dining","8, Koramanagala Industrial Layout, Near HDFC Bank, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.4 /5,"2,000"
28244,Dine-out,"Pub, Casual Dining","91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.5 /5,"1,000"
28245,Dine-out,"Casual Dining, Bar","6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",Yes,No,4.4 /5,"1,100"
28246,Dine-out,"Casual Dining, Bar","60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,500"
28247,Dine-out,"Bar, Casual Dining","17th Main Road, JNC Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.6 /5,"1,300"
28248,Dine-out,Pub,"5th Floor, 6th Block, Elite Building, Industrial Layout, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.2 /5,"1,400"
28249,Dine-out,Casual Dining,"104, Vijay Jatti Building, Industrial Area, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,900
28250,Dine-out,Casual Dining,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,300"
28251,Dine-out,"Bar, Casual Dining","115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",Yes,No,4.6 /5,"1,600"
28252,Dine-out,"Casual Dining, Microbrewery","4, 100 Feet Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,600"
28253,Dine-out,Casual Dining,"66, Ground Floor, JNC Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.4 /5,700
28254,Dine-out,"Cafe, Casual Dining","Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.7 /5,750
28255,Dine-out,"Cafe, Lounge","17, SBI Colony Service Road, Koramangala 3rd Block, Bangalore, Koramangala 3rd Block, Koramangala 4th Block",Yes,No,4.4 /5,"1,000"
28256,Dine-out,Casual Dining,"86, 1st Cross, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",Yes,No,4.7 /5,"1,600"
28257,Dine-out,Casual Dining,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.7 /5,"1,500"
28258,Dine-out,Lounge,"104, 3rd Floor, 1st Main, 5th Block, Jatti Building, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.3 /5,"1,500"
28259,Dine-out,"Casual Dining, Bar","43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,200"
28260,Dine-out,"Casual Dining, Pub","2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.6 /5,"1,800"
28261,Dine-out,Casual Dining,"124, Near Jyothi Nivas College, 1st Cross, KHB Colony, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,Yes,4.4 /5,600
28262,Dine-out,Cafe,"136, Rooftop, Above Gold's Gym, 1st Cross, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.1 /5,"1,300"
28263,Dine-out,Casual Dining,"20, Ground Floor, Raheja Arcade, Koramangala, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",No,Yes,4.3 /5,600
28264,Dine-out,"Casual Dining, Bar","1, SJR Primus, Adjacent Raheja Arcade, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,500"
28265,Dine-out,Casual Dining,"130, 1st Cross, Jwoti Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,"1,300"
28266,Dine-out,Casual Dining,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore, Koramangala 3rd Block, Koramangala 4th Block",Yes,No,4.1 /5,"1,500"
28267,Dine-out,Lounge,"40, 4th P Cross, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.0 /5,"1,000"
28268,Dine-out,Casual Dining,"#88.KK center Jyoti nivas collage road,Industrial Area, Koramangala 5th Block, Bangalore 560094, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.1 /5,600
28269,Dine-out,Casual Dining,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block, Koramangala 7th Block, Koramangala 4th Block",Yes,Yes,4.5 /5,"1,500"
28270,Dine-out,Bar,"77/A, 4th Floor Floor, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.3 /5,"1,200"
28271,Dine-out,Casual Dining,"138, 1st Cross, KHB Colony, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.3 /5,800
28272,Dine-out,Cafe,"436, 18th Main, 80 Feet Road, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",No,Yes,4.4 /5,500
28273,Dine-out,Bar,"470, 80 Feet Road, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",Yes,No,4.5 /5,"1,000"
28274,Dine-out,"Casual Dining, Pub","132, 17th A Main, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.3 /5,"1,000"
28275,Dine-out,Casual Dining,"130, 1st Cross, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,400"
28276,Dine-out,Cafe,"583, 80 Feet Road, Opposite Bethany High School, Koramangala 8th Block, Banglore, Koramangala 8th Block, Koramangala 4th Block",No,Yes,4.0 /5,400
28277,Dine-out,"Cafe, Dessert Parlor","44, 4th B Cross Rd, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.4 /5,600
28278,Dine-out,Casual Dining,"3, 5th Block, 60 Feet Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,No,4.5 /5,"1,400"
28279,Dine-out,Pub,"43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",Yes,No,4.3 /5,"1,200"
28280,Dine-out,"Casual Dining, Bar","1, SJR Primus, 1st Floor, Opposites Forum Mall Signal, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",Yes,Yes,4.2 /5,"1,400"
28281,Dine-out,Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,Yes,4.3 /5,600
28282,Dine-out,Casual Dining,"501, 6th Cross, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"2,500"
28283,Dine-out,Casual Dining,"105, VTP, Industrial Layout, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,3.8 /5,650
28284,Dine-out,"Lounge, Microbrewery","2/3, Above Pantaloons, Sony World Junction, 80 Feet Road, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",No,No,3.7 /5,"2,000"
28285,Dine-out,Casual Dining,"53/1, 5th Cross, Koramangala 6th Block, Bangalore, Koramangala 6th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,100"
28286,Dine-out,Casual Dining,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore, Koramangala 7th Block, Koramangala 4th Block",Yes,Yes,4.4 /5,"1,500"
28287,Dine-out,Cafe,"11, 80 Feet Road, Next to SBI, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",Yes,Yes,4.1 /5,600
28288,Dine-out,"Casual Dining, Cafe","71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",Yes,Yes,4.3 /5,900
28289,Dine-out,Casual Dining,"103, Industrial Area, 5th Block, Near Jyothi Nivas College, Koramangala 5th Block, Koramangala 4th Block",No,Yes,4.1 /5,750
28290,Dine-out,Cafe,"998, 1st Main, Koramangala 1st Block, Bangalore, Koramangala 1st Block, Koramangala 4th Block",No,Yes,4.1 /5,"1,000"
28291,Dine-out,Casual Dining,"88, Industrial Layout, Beside Jyothi Nivas Girls College Main Gate, Koramangala 5th Block, Bangalore, Koramangala 5th Block, Koramangala 4th Block",No,No,4.1 /5,500
